,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain (inches),Snow (inches)
2656,Sakakah,SA,29.9697,40.2064,86.0,10,0,10.36,clear sky,,
2657,Saint-Georges,GD,12.0564,-61.7485,86.0,66,20,28.77,few clouds,,
2658,Bubaque,GW,11.2833,-15.8333,78.35,70,6,21.72,clear sky,,
2659,Kununurra,AU,-15.7667,128.7333,59.0,72,8,4.74,clear sky,,
2660,Karacabey,TR,40.2152,28.4038,53.6,87,75,19.57,broken clouds,,
2661,Taranagar,IN,28.6709,75.0351,80.71,15,0,7.43,clear sky,,
2662,Duluth,US,46.7833,-92.1066,39.2,65,90,9.22,overcast clouds,,
2663,Katangli,RU,51.7102,143.2326,22.21,86,18,7.34,few clouds,,
2664,Havre-Saint-Pierre,CA,50.2334,-63.5986,44.6,70,20,24.16,few clouds,,
2665,Tsiroanomandidy,MG,-18.7667,46.0333,69.39,76,42,3.42,scattered clouds,,
2666,Bontang,ID,0.1333,117.5,77.09,83,62,4.23,broken clouds,,
2667,Karratha,AU,-20.7377,116.8463,79.38,38,0,6.69,clear sky,,
2668,Ishinomaki,JP,38.4167,141.3,51.58,84,99,5.48,overcast clouds,,
2669,Kulhudhuffushi,MV,6.6221,73.07,83.75,72,66,3.83,broken clouds,,
2670,Aklavik,CA,68.2191,-135.0107,30.2,69,20,2.3,few clouds,,
2671,Amnat Charoen,TH,15.9167,104.75,87.01,76,39,8.77,scattered clouds,,
2672,Wajima,JP,37.4,136.9,53.8,78,100,8.16,overcast clouds,,
2673,Aden,YE,12.7794,45.0367,82.69,77,10,15.3,clear sky,,
2674,Hailey,US,43.5196,-114.3153,42.8,81,90,6.13,overcast clouds,,
2675,Makakilo City,US,21.3469,-158.0858,78.8,69,1,6.91,clear sky,,
2676,Owensboro,US,37.7742,-87.1133,54.0,100,90,9.22,heavy intensity rain,,
2677,Sungaipenuh,ID,-2.0833,101.3833,63.95,97,82,0.85,broken clouds,,
2678,Kauswagan,PH,8.1917,124.0847,77.0,89,77,5.99,broken clouds,,
2679,Akcakoca,TR,41.0866,31.1162,50.88,95,100,8.86,light rain,,
2680,Malya,TZ,-2.9833,33.5167,68.23,80,49,1.63,scattered clouds,,
2681,Tazovskiy,RU,67.4667,78.7,31.28,93,100,8.93,overcast clouds,,
2682,Wanning,CN,18.8003,110.3967,78.53,90,50,8.68,scattered clouds,,
2683,Marataizes,BR,-21.0433,-40.8244,77.04,65,2,11.05,clear sky,,
2684,Tabou,CI,4.423,-7.3528,83.14,77,96,10.16,overcast clouds,,
2685,Kawalu,ID,-7.3817,108.2082,70.74,96,89,1.25,overcast clouds,,
2686,Vallenar,CL,-28.5708,-70.7581,76.08,33,0,6.55,clear sky,,
2687,Saint Anthony,US,45.0205,-93.218,42.01,65,90,14.97,overcast clouds,,
2688,Cowansville,CA,45.2001,-72.7491,64.4,34,60,9.22,broken clouds,,
2689,Gushikawa,JP,26.3544,127.8686,66.2,82,1,9.22,moderate rain,,
2690,Kieta,PG,-6.2167,155.6333,78.87,82,71,1.63,broken clouds,,
2691,Muisne,EC,0.6,-80.0333,86.0,74,20,5.75,few clouds,,
2692,La Palma,US,33.8464,-118.0467,64.99,77,75,5.75,broken clouds,,
2693,Hastings,GB,50.8552,0.5729,51.8,62,13,16.11,few clouds,,
2694,Hambantota,LK,6.1241,81.1185,80.44,81,60,4.0,broken clouds,,
2695,Axim,GH,4.8699,-2.2405,82.87,79,94,8.68,light rain,,
2696,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,33.8,100,90,6.71,overcast clouds,,
2697,Busselton,AU,-33.65,115.3333,52.0,88,0,1.86,clear sky,,
2698,Husavik,IS,66.0449,-17.3389,51.8,62,0,10.36,clear sky,,
2699,Hithadhoo,MV,-0.6,73.0833,83.5,70,46,7.81,scattered clouds,,
2700,Punta Arenas,CL,-53.15,-70.9167,51.8,71,75,16.11,broken clouds,,
2701,Upernavik,GL,72.7868,-56.1549,34.16,85,40,5.99,scattered clouds,,
2702,Atuona,PF,-9.8,-139.0333,80.65,73,25,21.23,scattered clouds,,
2703,Poum,NC,-20.2333,164.0167,78.28,81,97,14.2,overcast clouds,,
2704,Ampanihy,MG,-24.7,44.75,71.53,71,44,2.98,scattered clouds,,
2705,Hilo,US,19.7297,-155.09,69.8,88,90,3.44,moderate rain,,
2706,Ushuaia,AR,-54.8,-68.3,55.4,58,75,12.66,broken clouds,,
2707,Krasnyy Chikoy,RU,50.3643,108.7512,44.92,58,100,3.47,light rain,,
2708,Isangel,VU,-19.55,169.2667,77.25,80,86,9.86,overcast clouds,,
2709,Puerto Ayora,EC,-0.7393,-90.3518,80.6,74,75,16.11,broken clouds,,
2710,Biak,ID,-0.9131,122.8766,77.29,76,75,5.79,broken clouds,,
2711,Colac,AU,-38.3333,143.5833,51.01,99,85,3.69,overcast clouds,,
2712,Vila Franca Do Campo,PT,37.7167,-25.4333,59.0,88,75,17.27,broken clouds,,
2713,Esperance,AU,-33.8667,121.9,59.0,77,88,12.66,overcast clouds,,
2714,Talnakh,RU,69.4865,88.3972,30.56,97,100,11.05,light snow,,
2715,Chuy,UY,-33.6971,-53.4616,71.82,69,100,7.2,light rain,,
2716,Takhli,TH,15.2634,100.3438,84.99,77,94,9.42,overcast clouds,,
2717,Sangar,RU,63.9242,127.4739,15.48,95,88,1.68,overcast clouds,,
2718,Rikitea,PF,-23.1203,-134.9692,78.58,70,99,16.15,overcast clouds,,
2719,Tasiilaq,GL,65.6145,-37.6368,37.4,75,75,4.61,broken clouds,,
2720,Port Elizabeth,ZA,-33.918,25.5701,59.0,94,0,6.91,clear sky,,
2721,Antofagasta,CL,-23.65,-70.4,68.0,63,20,10.36,few clouds,,
2722,Lusambo,CD,-4.9667,23.45,71.67,98,100,2.28,overcast clouds,,
2723,Buchanan,LR,5.8808,-10.0467,87.8,74,40,11.5,scattered clouds,,
2724,Abu Samrah,SY,35.3029,37.1841,74.57,39,57,11.23,broken clouds,,
2725,Longyearbyen,SJ,78.2186,15.6401,26.6,63,75,4.61,broken clouds,,
2726,Mataura,NZ,-46.1927,168.8643,50.0,75,59,4.0,broken clouds,,
2727,Bambous Virieux,MU,-20.3428,57.7575,79.0,83,75,17.27,light rain,,
2728,Guaira,BR,-20.3183,-48.3106,87.96,18,0,5.99,clear sky,,
2729,Faanui,PF,-16.4833,-151.75,80.01,74,100,7.63,light rain,,
2730,Kholtoson,RU,50.2981,103.3097,30.52,98,100,2.06,snow,,
2731,Viedma,AR,-40.8135,-62.9967,61.74,56,78,16.69,broken clouds,,
2732,Kropotkin,RU,45.4375,40.5756,47.14,71,68,7.7,broken clouds,,
2733,Cape Town,ZA,-33.9258,18.4232,63.0,82,0,11.5,clear sky,,
2734,Hobart,AU,-42.8794,147.3294,50.0,71,75,8.05,broken clouds,,
2735,Bredasdorp,ZA,-34.5322,20.0403,53.6,87,96,5.75,overcast clouds,,
2736,Moncagua,SV,13.5333,-88.25,91.4,49,40,2.3,scattered clouds,,
2737,Baraboo,US,43.4711,-89.7443,59.0,51,90,12.66,overcast clouds,,
2738,Tiksi,RU,71.6872,128.8694,30.79,93,100,12.12,overcast clouds,,
2739,Fort Saint James,CA,54.4333,-124.25,44.96,30,6,7.65,clear sky,,
2740,Qaanaaq,GL,77.484,-69.3632,28.17,66,99,7.29,overcast clouds,,
2741,Ilulissat,GL,69.2167,-51.1,41.0,60,40,3.44,scattered clouds,,
2742,Pangai,TO,-19.8,-174.35,79.95,79,89,11.3,light rain,,
2743,Gamba,GA,-2.65,10.0,76.57,85,100,6.62,overcast clouds,,
2744,Kloulklubed,PW,7.0419,134.2556,82.4,78,75,11.5,broken clouds,,
2745,Ixtapa,MX,20.7,-105.2,82.4,57,75,9.22,broken clouds,,
2746,Albany,US,42.6001,-73.9662,70.0,19,57,3.0,broken clouds,,
2747,Kavieng,PG,-2.5744,150.7967,80.82,79,83,6.91,moderate rain,,
2748,Zhigansk,RU,66.7697,123.3711,33.19,98,100,10.04,light snow,,
2749,Agadez,NE,19.75,10.25,92.21,9,1,6.69,clear sky,,
2750,Shahrud,IR,36.4182,54.9763,69.08,42,100,2.35,overcast clouds,,
2751,Jamestown,US,42.097,-79.2353,60.01,30,1,13.8,clear sky,,
2752,Bhag,PK,29.0415,67.8239,88.75,16,0,5.91,clear sky,,
2753,Hasaki,JP,35.7333,140.8333,50.0,100,20,3.44,fog,,
2754,Bluff,NZ,-46.6,168.3333,50.0,75,82,4.0,moderate rain,,
2755,Moree,AU,-29.4667,149.85,44.6,76,30,3.44,scattered clouds,,
2756,Samarai,PG,-10.6167,150.6667,81.93,80,95,12.91,overcast clouds,,
2757,Clyde River,CA,70.4692,-68.5914,17.6,93,75,9.22,broken clouds,,
2758,Codrington,AU,-38.2667,141.9667,50.88,92,100,6.15,overcast clouds,,
2759,Novoutkinsk,RU,56.993,59.5571,39.87,74,100,9.13,overcast clouds,,
2760,Beira,MZ,-19.8436,34.8389,73.4,83,0,8.81,clear sky,,
2761,Touros,BR,-5.1989,-35.4608,84.2,70,40,16.11,scattered clouds,,
2762,Khatanga,RU,71.9667,102.5,32.23,97,100,17.07,light snow,,
2763,Torbay,CA,47.6666,-52.7314,51.8,37,75,28.77,broken clouds,,
2764,Constitucion,CL,-35.3333,-72.4167,65.5,55,0,15.37,clear sky,,
2765,Yellowknife,CA,62.456,-114.3525,17.01,57,40,12.66,scattered clouds,,
2766,Ndele,CF,8.4109,20.6473,76.17,72,67,6.62,light rain,,
2767,Avarua,CK,-21.2078,-159.775,78.8,73,20,12.66,few clouds,,
2768,Vila Velha,BR,-20.3297,-40.2925,81.0,65,20,11.5,few clouds,,
2769,Kupang,ID,-10.1667,123.5833,76.01,86,6,8.32,clear sky,,
2770,Cidreira,BR,-30.1811,-50.2056,74.5,69,25,13.44,scattered clouds,,
2771,Barrow,US,71.2906,-156.7887,24.8,80,1,3.13,clear sky,,
2772,Shelburne,CA,44.0787,-80.2041,63.0,28,54,9.15,broken clouds,,
2773,Cairns,AU,-16.9167,145.7667,73.99,100,90,12.66,moderate rain,,
2774,Hamilton,US,39.1834,-84.5333,54.0,71,90,5.75,moderate rain,,
2775,New Norfolk,AU,-42.7826,147.0587,50.0,84,99,2.91,overcast clouds,,
2776,Vaini,TO,-21.2,-175.2,69.8,100,20,6.22,mist,,
2777,Souillac,MU,-20.5167,57.5167,78.8,83,75,17.27,light rain,,
2778,Hermanus,ZA,-34.4187,19.2345,62.01,80,98,1.01,overcast clouds,,
2779,Srednekolymsk,RU,67.45,153.6833,10.98,95,100,8.81,light snow,,
2780,Lebu,CL,-37.6167,-73.65,57.81,68,2,17.27,clear sky,,
2781,Dingle,PH,10.9995,122.6711,76.37,84,78,1.41,light rain,,
2782,Kapaa,US,22.0752,-159.319,75.2,73,40,16.11,scattered clouds,,
2783,Saint-Philippe,RE,-21.3585,55.7679,78.8,83,75,28.77,moderate rain,,
2784,Kilindoni,TZ,-7.9139,39.6668,78.85,90,100,10.92,light rain,,
2785,Mahebourg,MU,-20.4081,57.7,78.8,89,75,14.97,light rain,,
2786,Sitka,US,57.0531,-135.33,51.8,40,1,5.75,clear sky,,
2787,Aljezur,PT,37.3191,-8.8033,63.43,80,97,11.56,overcast clouds,,
2788,High Rock,BS,26.6208,-78.2833,80.6,74,75,17.27,broken clouds,,
2789,Port Lincoln,AU,-34.7333,135.8667,57.74,71,0,4.36,clear sky,,
2790,Wuning,CN,29.2589,120.2311,63.41,94,100,3.91,light rain,,
2791,Thompson,CA,55.7435,-97.8558,23.0,54,90,4.18,light snow,,
2792,Castro,BR,-24.7911,-50.0119,73.76,49,7,6.06,clear sky,,
2793,Vyshneve,UA,50.3891,30.3705,44.01,49,0,13.42,clear sky,,
2794,Ushtobe,KZ,45.2514,77.9838,40.03,39,100,15.95,overcast clouds,,
2795,Saskylakh,RU,71.9167,114.0833,32.41,92,100,12.68,overcast clouds,,
2796,Kaitangata,NZ,-46.2817,169.8464,43.0,88,45,3.0,scattered clouds,,
2797,Fortuna,US,40.5982,-124.1573,52.0,87,90,8.05,overcast clouds,,
2798,Dongsheng,CN,39.8161,109.9776,49.41,70,100,13.49,light rain,,
2799,Bolshaya Rechka,RU,51.9503,104.7355,32.0,93,20,6.71,light snow,,
2800,Jalu,LY,29.0331,21.5482,72.86,43,28,26.64,scattered clouds,,
2801,Nargana,PA,9.4428,-78.5906,82.24,77,44,12.15,scattered clouds,,
2802,Aykhal,RU,66.0,111.5,22.26,96,86,6.96,overcast clouds,,
2803,Shimoda,JP,34.6667,138.95,53.01,73,20,1.99,few clouds,,
2804,Golden,US,39.7555,-105.2211,57.0,60,34,1.99,scattered clouds,,
2805,Hobyo,SO,5.3505,48.5268,84.33,69,41,12.91,scattered clouds,,
2806,Burnie,AU,-41.0667,145.9167,46.99,89,68,1.99,broken clouds,,
2807,Mar Del Plata,AR,-38.0023,-57.5575,66.2,63,40,12.66,scattered clouds,,
2808,Pisco,PE,-13.7,-76.2167,70.0,78,0,10.36,clear sky,,
2809,West Wendover,US,40.7391,-114.0733,64.4,16,1,8.05,clear sky,,
2810,Miquelon,PM,47.0975,-56.3814,42.8,81,75,19.57,broken clouds,,
2811,Geraldton,AU,-28.7667,114.6,60.8,94,40,5.75,scattered clouds,,
2812,Kruisfontein,ZA,-34.0033,24.7314,60.01,92,90,3.0,overcast clouds,,
2813,Ahipara,NZ,-35.1667,173.1667,59.05,82,69,8.79,broken clouds,,
2814,Iroquois Falls,CA,48.7669,-80.6831,41.0,60,90,8.05,overcast clouds,,
2815,Gao,ML,16.6362,1.637,96.84,5,7,9.15,clear sky,,
2816,East London,ZA,-33.0153,27.9116,64.4,88,0,5.75,clear sky,,
2817,Lagos,NG,6.5833,3.75,84.2,79,40,11.5,scattered clouds,,
2818,Ambilobe,MG,-13.2,49.05,74.59,92,31,3.15,scattered clouds,,
2819,Talakan,RU,50.3167,130.3667,28.92,70,47,5.03,scattered clouds,,
2820,Asau,RO,46.4333,26.4,46.99,45,75,2.3,broken clouds,,
2821,Port Hardy,CA,50.6996,-127.4199,46.4,93,90,3.44,light rain,,
2822,Valle Nacional,MX,17.7833,-96.3167,104.54,22,96,5.91,overcast clouds,,
2823,Carnarvon,AU,-24.8667,113.6333,62.6,94,0,6.91,clear sky,,
2824,Terrace,CA,54.5163,-128.6035,55.4,28,20,10.36,few clouds,,
2825,Sesheke,ZM,-17.4759,24.2968,72.37,40,82,3.31,broken clouds,,
2826,Sosnogorsk,RU,63.6023,53.8817,46.09,69,70,5.84,broken clouds,,
2827,Trelew,AR,-43.249,-65.3051,62.02,38,11,5.53,few clouds,,
2828,Sao Filipe,CV,14.8961,-24.4956,71.96,74,60,14.83,broken clouds,,
2829,Meulaboh,ID,4.1363,96.1285,76.12,85,100,2.89,overcast clouds,,
2830,Cabo San Lucas,MX,22.8909,-109.9124,82.0,41,1,11.5,clear sky,,
2831,Montigny-Le-Bretonneux,FR,48.7664,2.0341,64.0,36,0,11.5,clear sky,,
2832,Tanabe,JP,33.7333,135.3667,54.3,87,8,3.89,clear sky,,
2833,Glenwood Springs,US,39.5505,-107.3248,61.0,28,46,6.91,scattered clouds,,
2834,Tanete,ID,-3.9443,119.7848,73.9,95,96,2.39,overcast clouds,,
2835,Yushu,CN,44.8,126.5333,41.5,26,0,6.58,clear sky,,
2836,Arraial Do Cabo,BR,-22.9661,-42.0278,78.8,73,20,12.66,few clouds,,
2837,Castlegar,CA,49.2998,-117.6689,48.2,81,100,4.61,overcast clouds,,
2838,Chapais,CA,49.7834,-74.8492,48.2,37,20,12.66,few clouds,,
2839,Chifeng,CN,42.2683,118.9636,43.02,59,57,1.05,broken clouds,,
2840,Asosa,ET,10.0667,34.5333,65.73,75,88,6.33,overcast clouds,,
2841,San Policarpo,PH,12.1791,125.5072,77.32,86,86,4.74,overcast clouds,,
2842,Caibarien,CU,22.5206,-79.4669,93.2,26,40,9.22,scattered clouds,,
2843,Acapulco,MX,16.8634,-99.8901,89.6,43,90,9.22,overcast clouds,,
2844,Chernyshevskiy,RU,63.0128,112.4714,28.36,98,98,2.37,overcast clouds,,
2845,Norman Wells,CA,65.282,-126.8329,33.8,47,75,5.75,broken clouds,,
2846,Vidim,RU,56.4088,103.1106,32.2,98,100,4.56,light snow,,
2847,Egvekinot,RU,66.3167,-179.1667,17.85,89,94,0.78,overcast clouds,,
2848,Pandan,PH,14.0453,124.1694,77.43,84,42,4.41,scattered clouds,,
2849,Bantogon,PH,6.5333,124.0333,78.35,78,48,3.51,scattered clouds,,
2850,Mitchell,US,43.7094,-98.0298,46.4,25,1,12.66,clear sky,,
2851,Rio Gallegos,AR,-51.6226,-69.2181,60.8,36,0,6.91,clear sky,,
2852,Aksu,CN,41.1231,80.2644,57.34,29,33,4.79,scattered clouds,,
2853,Tezu,IN,27.9167,96.1667,74.77,25,71,5.35,broken clouds,,
2854,Nikolskoye,RU,59.7035,30.7861,42.01,60,20,2.24,few clouds,,
2855,Bethel,US,41.3712,-73.414,70.0,23,1,8.05,clear sky,,
2856,Puro,PH,12.4841,123.3827,80.65,76,77,0.63,broken clouds,,
2857,Vardo,NO,70.3705,31.1107,33.33,91,100,22.7,light snow,,
2858,Aransas Pass,US,27.9095,-97.15,95.0,13,1,14.97,clear sky,,
2859,Kenai,US,60.5544,-151.2583,42.8,70,1,4.61,clear sky,,
2860,Saint-Augustin,CA,51.226,-58.6502,38.61,79,92,11.95,overcast clouds,,
2861,Atlantic City,US,39.3643,-74.4229,64.4,25,1,18.41,clear sky,,
2862,Tuktoyaktuk,CA,69.4541,-133.0374,21.2,73,75,4.61,broken clouds,,
2863,Padang,ID,-0.9492,100.3543,77.18,87,97,2.57,light rain,,
2864,Comodoro Rivadavia,AR,-45.8667,-67.5,62.6,51,0,9.22,clear sky,,
2865,Ndjole,GA,-0.1783,10.7649,73.06,95,100,0.85,overcast clouds,,
2866,Worthington,US,40.0931,-83.018,57.2,44,75,8.05,broken clouds,,
2867,Port-Gentil,GA,-0.7193,8.7815,82.4,83,75,8.05,broken clouds,,
2868,Lumphat,KH,13.4878,106.9816,78.28,75,64,1.43,broken clouds,,
2869,Smithers,CA,54.7804,-127.1743,48.2,31,20,6.91,few clouds,,
2870,Sumbe,AO,-11.2061,13.8437,80.22,87,71,3.24,light rain,,
2871,Buala,SB,-8.145,159.5921,79.3,83,64,2.51,broken clouds,,
2872,Bourail,NC,-21.5667,165.4833,73.69,89,100,6.33,overcast clouds,,
2873,Salmas,IR,38.1973,44.7653,59.0,51,75,6.91,broken clouds,,
2874,Lucapa,AO,-8.4192,20.7447,66.63,94,100,1.52,light rain,,
2875,Basoko,CD,1.2391,23.616,73.54,91,100,5.79,light rain,,
2876,Melfort,CA,52.8667,-104.6177,30.2,59,71,9.22,broken clouds,,
2877,Katobu,ID,-4.9408,122.5276,74.8,91,15,3.27,few clouds,,
2878,Flinders,AU,-34.5833,150.8552,52.0,80,12,1.01,few clouds,,
2879,Yarmouth,US,41.7057,-70.2286,66.2,32,1,16.11,clear sky,,
2880,Victoria,HK,22.2855,114.1577,77.0,87,45,1.01,scattered clouds,,
2881,Kirakira,SB,-10.4544,161.9205,78.82,82,99,1.68,overcast clouds,,
2882,Portland,US,45.5234,-122.6762,50.0,81,90,6.91,moderate rain,,
2883,Ranavav,IN,21.6842,69.7408,81.99,70,99,8.25,overcast clouds,,
2884,Natal,BR,-5.795,-35.2094,84.2,74,75,14.97,broken clouds,,
2885,Provideniya,RU,64.3833,-173.3,33.84,86,89,1.07,overcast clouds,,
2886,Cachoeiras De Macacu,BR,-22.4625,-42.6531,78.8,69,20,13.8,few clouds,,
2887,Los Llanos De Aridane,ES,28.6585,-17.9182,71.6,60,20,4.61,few clouds,,
2888,Anadyr,RU,64.75,177.4833,30.2,100,75,15.66,light snow,,
2889,Muros,ES,42.7762,-9.0603,66.99,74,100,4.0,overcast clouds,,
2890,Lundazi,ZM,-12.2929,33.1782,62.85,92,35,5.86,scattered clouds,,
2891,Port Alfred,ZA,-33.5906,26.891,67.75,84,53,9.86,broken clouds,,
2892,Knysna,ZA,-34.0363,23.0471,57.2,94,75,1.14,broken clouds,,
2893,Ancud,CL,-41.8697,-73.8203,62.01,72,75,11.5,broken clouds,,
2894,Mana,GF,5.6592,-53.7767,77.72,89,100,12.08,overcast clouds,,
2895,Swan Hill,AU,-35.3378,143.5544,52.03,82,69,6.85,broken clouds,,
2896,Brae,GB,60.3964,-1.353,44.6,76,62,8.05,broken clouds,,
2897,Tecoanapa,MX,16.5167,-98.75,84.88,56,60,10.04,broken clouds,,
2898,Iqaluit,CA,63.7506,-68.5145,33.8,86,75,2.3,broken clouds,,
2899,Leningradskiy,RU,69.3833,178.4167,19.38,93,100,4.38,overcast clouds,,
2900,Tazmalt,DZ,36.3868,4.3989,71.29,50,100,3.98,overcast clouds,,
2901,Ostrovnoy,RU,68.0531,39.5131,36.43,99,100,3.69,overcast clouds,,
2902,Svobodnyy,RU,51.4,128.1333,34.83,54,38,11.34,scattered clouds,,
2903,Butaritari,KI,3.0707,172.7902,82.44,76,96,11.7,overcast clouds,,
2904,Dikson,RU,73.5069,80.5464,11.19,88,88,15.68,overcast clouds,,
2905,Cassilandia,BR,-19.1133,-51.7342,91.4,18,10,3.91,clear sky,,
2906,Tagusao,PH,9.1924,117.8141,79.16,81,84,4.12,broken clouds,,
2907,Tsabong,BW,-26.0217,22.401,73.02,23,0,0.78,clear sky,,
2908,Dakar,SN,14.6937,-17.4441,71.6,83,20,13.8,few clouds,,
2909,Tuatapere,NZ,-46.1333,167.6833,51.01,74,88,8.99,light rain,,
2910,Nanortalik,GL,60.1432,-45.2371,40.82,77,100,7.47,overcast clouds,,
2911,Udachnyy,RU,66.4167,112.4,19.69,96,100,4.16,overcast clouds,,
2912,San Jeronimo,PE,-11.9472,-75.2829,63.3,45,8,2.73,clear sky,,
2913,Sfantu Gheorghe,RO,45.8667,25.7833,46.0,53,20,1.99,few clouds,,
2914,Charyshskoye,RU,51.3978,83.5598,29.84,90,76,4.45,broken clouds,,
2915,Venado Tuerto,AR,-33.7456,-61.9688,72.0,99,0,21.0,clear sky,,
2916,Shenjiamen,CN,29.9576,122.298,61.05,90,100,6.93,overcast clouds,,
2917,Beisfjord,NO,68.3751,17.5988,33.8,80,40,9.22,light snow,,
2918,Fairbanks,US,64.8378,-147.7164,48.2,42,1,4.61,clear sky,,
2919,Cuiaba,BR,-15.5961,-56.0967,91.4,38,0,6.91,clear sky,,
2920,Abilene,US,32.4487,-99.7331,73.0,43,1,10.36,clear sky,,
2921,Kuloy,RU,61.0305,42.4925,50.49,63,69,7.81,broken clouds,,
2922,Bandarbeyla,SO,9.4942,50.8122,83.62,75,60,9.57,broken clouds,,
2923,Georgetown,MY,5.4112,100.3354,82.0,89,40,4.61,scattered clouds,,
2924,Yarada,IN,17.65,83.2667,82.4,78,40,2.3,mist,,
2925,Severo-Kurilsk,RU,50.6789,156.125,34.95,95,100,4.25,overcast clouds,,
2926,Filadelfia,US,39.9523,-75.1638,69.01,30,90,9.22,overcast clouds,,
2927,Manbij,SY,36.5281,37.9549,69.8,28,0,7.61,clear sky,,
2928,Tokur,RU,53.1333,132.9,11.5,93,11,1.43,few clouds,,
2929,Kastamonu,TR,41.5,33.6667,50.5,82,100,4.97,overcast clouds,,
2930,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,88.74,44,7,1.63,clear sky,,
2931,Palatka,US,29.6486,-81.6376,84.0,64,83,12.03,broken clouds,,
2932,Ambon,ID,-3.6954,128.1814,77.0,94,40,5.75,scattered clouds,,
2933,Guerrero Negro,MX,27.9769,-114.0611,66.4,58,26,14.41,scattered clouds,,
2934,Celestun,MX,20.8667,-90.4,89.56,54,97,5.95,overcast clouds,,
2935,Adrar,MR,20.5022,-10.0711,96.28,9,2,13.02,clear sky,,
2936,Katsuura,JP,35.1333,140.3,60.8,67,0,13.8,clear sky,,
2937,Waingapu,ID,-9.6567,120.2641,76.55,84,43,7.05,scattered clouds,,
2938,Rio Brilhante,BR,-21.8019,-54.5464,94.93,20,51,3.78,broken clouds,,
2939,Solnechnyy,RU,50.7214,136.6319,29.05,77,100,8.59,light snow,,
2940,Krivodanovka,RU,55.0881,82.6551,41.0,44,0,6.71,clear sky,,
2941,Lompoc,US,34.6391,-120.4579,55.4,67,33,6.91,scattered clouds,,
2942,Toktogul,KG,41.8708,72.9402,53.02,52,80,3.96,light rain,,
2943,Pasvalys,LT,56.0594,24.4036,37.4,56,0,11.5,clear sky,,
2944,Serebriya,UA,48.4559,27.7192,45.0,58,89,4.43,overcast clouds,,
2945,Cherskiy,RU,68.75,161.3,21.24,96,100,9.69,overcast clouds,,
2946,Ulaangom,MN,49.9811,92.0667,34.5,38,67,10.31,broken clouds,,
2947,Mount Gambier,AU,-37.8333,140.7667,50.0,100,75,8.05,broken clouds,,
2948,Narsaq,GL,60.9167,-46.05,57.2,30,75,29.93,broken clouds,,
2949,Turayf,SA,31.6725,38.6637,84.2,18,75,27.63,broken clouds,,
2950,Eureka,US,40.8021,-124.1637,54.0,88,100,8.01,overcast clouds,,
2951,Sept-Iles,CA,50.2001,-66.3821,50.0,43,75,9.22,broken clouds,,
2952,Marsa Matruh,EG,31.3525,27.2453,69.8,43,0,12.66,clear sky,,
2953,Koindu,GN,8.4386,-10.3253,79.79,67,67,9.84,light rain,,
2954,Lagoa,PT,39.05,-27.9833,58.91,82,60,27.78,broken clouds,,
2955,Ofunato,JP,39.0717,141.7167,51.82,70,100,6.87,overcast clouds,,
2956,Ribeira Grande,PT,38.5167,-28.7,60.8,67,75,18.41,broken clouds,,
2957,Kormilovka,RU,55.0026,74.1028,44.6,21,100,6.71,overcast clouds,,
2958,Nara,JP,34.6851,135.8049,60.01,68,59,1.01,broken clouds,,
2959,Mehamn,NO,71.0357,27.8492,33.01,71,100,8.28,overcast clouds,,
2960,Kroonstad,ZA,-27.6504,27.2349,58.41,29,0,5.73,clear sky,,
2961,Chipinge,ZW,-20.1883,32.6236,61.11,70,2,4.79,clear sky,,
2962,Carauari,BR,-4.8828,-66.8958,83.52,84,37,2.06,scattered clouds,,
2963,Killam,CA,52.7834,-111.8518,44.6,21,5,5.75,clear sky,,
2964,Pevek,RU,69.7008,170.3133,17.11,88,100,2.39,overcast clouds,,
2965,Quepos,CR,9.4236,-84.1652,82.4,51,40,11.5,scattered clouds,,
2966,Lavrentiya,RU,65.5833,-171.0,24.33,93,85,2.59,overcast clouds,,
2967,Valjevo,RS,44.2751,19.8982,48.2,40,0,4.61,clear sky,,
2968,Chokurdakh,RU,70.6333,147.9167,-15.03,98,15,3.85,few clouds,,
2969,Mareeba,AU,-17.0,145.4333,73.99,100,90,12.66,overcast clouds,,
2970,Barcelos,PT,41.5388,-8.6151,62.01,94,20,3.44,light rain,,
2971,Laguna,US,38.421,-121.4238,64.0,55,90,10.36,overcast clouds,,
2972,Hauterive,FR,46.0901,3.4459,71.6,35,0,10.36,clear sky,,
2973,Lata,PT,40.1629,-8.3327,66.0,88,100,5.68,overcast clouds,,
2974,Belomorsk,RU,64.5232,34.7668,34.77,98,100,8.37,moderate rain,,
2975,Yar-Sale,RU,66.8333,70.8333,27.03,93,94,3.71,overcast clouds,,
2976,Christchurch,NZ,-43.5333,172.6333,46.99,100,90,3.44,fog,,
2977,Alofi,NU,-19.0595,-169.9187,71.6,100,69,1.14,light rain,,
2978,Payakumbuh,ID,-0.2202,100.6308,69.73,97,100,2.77,overcast clouds,,
2979,Sao Joao Da Barra,BR,-21.6403,-41.0511,86.0,51,40,4.61,scattered clouds,,
2980,Palenque,MX,17.5167,-91.9667,93.2,52,20,6.04,few clouds,,
2981,Klaksvik,FO,62.2266,-6.589,50.0,57,98,4.61,overcast clouds,,
